person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
36,61000,Mortgage,2,Debtconsolidation,B,10000,10.25,0,0.16,N,12
40,24000,Rent,3,Personal,C,2700,14.27,0,0.11,Y,11
21,42000,Other,5,Debtconsolidation,C,12000,14.26,0,0.29,Y,4
26,69846,Rent,2,Education,F,22500,18.99,1,0.32,N,4
29,61000,Rent,2,Personal,D,15000,14.96,1,0.25,Y,8
30,120000,Rent,3,Personal,E,10000,17.04,0,0.08,N,10
27,70000,Rent,9,Medical,C,3600,14.79,0,0.05,Y,10
24,71000,Rent,8,Venture,B,11200,11.36,0,0.16,N,3
27,45600,Mortgage,3,Homeimprovement,A,1450,8.49,0,0.03,N,8
27,47900,Own,1,Venture,C,7500,13.47,0,0.16,N,8
27,33500,Rent,0,Medical,B,2100,12.21,0,0.06,N,9
22,31200,Rent,4,Education,C,6000,13.22,0,0.19,N,2
21,36000,Rent,0,Education,B,1500,10.37,0,0.04,N,4
23,85272,Rent,7,Education,B,5000,11.11,0,0.06,N,2
29,91440,Rent,13,Homeimprovement,A,23000,6.54,0,0.25,N,7
24,NULL,Rent,1,Debtconsolidation,B,3600,NULL,1,0.2,N,3
22,50000,Rent,0,Debtconsolidation,D,4000,12.61,NULL,0.1,,10
26,50000,Rent,1,Homeimprovement,A,10000,6.91,0,0.2,N,2
25,38496,Mortgage,7,Education,A,8000,6.03,0,0.21,N,4
22,71200,Rent,2,Venture,B,11000,12.42,0,0.15,N,2
26,20000,Rent,0,Personal,C,4000,13.79,0,0.2,Y,4
22,49000,Mortgage,4,Education,B,8000,10.25,1,0.16,N,4
27,58000,Own,4,Education,B,4000,11.14,0,0.07,N,10
46,51600,Mortgage,16,Personal,A,10000,7.51,0,0.19,N,17
35,51996,Own,16,Venture,A,2000,6.17,0,0.04,N,8
26,50400,Own,0,Venture,B,6725,10.62,0,0.13,N,4
23,80000,Mortgage,1,Personal,C,11000,12.73,0,0.14,N,3
29,60000,Mortgage,0,Education,B,2400,10.75,0,0.04,N,9
24,105000,Mortgage,8,Education,B,13000,9.91,0,0.12,N,3
37,44000,Rent,0,Venture,E,6000,17.04,1,0.14,Y,17
24,37000,Rent,1,Debtconsolidation,A,6000,7.66,0,0.16,N,2
27,57770,Mortgage,3,Personal,B,9975,11.49,0,0.17,N,5
26,21600,Own,NULL,Venture,A,3000,6.76,0,0.14,N,2
26,61000,Mortgage,4,Personal,A,8000,7.49,0,0.13,N,2
25,55000,Mortgage,3,Debtconsolidation,A,24200,8.49,0,0.44,N,3
25,60000,Mortgage,2,Medical,B,12500,11.49,0,0.21,N,2
22,70550,Rent,6,Medical,D,15000,16.77,1,0.18,Y,2
37,47000,Mortgage,4,Personal,A,7000,NULL,0,0.15,N,11
32,NULL,Rent,NULL,Venture,B,6000,NULL,0,0.08,N,10
25,58000,Rent,9,Personal,A,16000,NULL,0,0.28,N,2
39,62400,Rent,7,Personal,C,20000,12.68,1,0.32,N,13
21,65592,Mortgage,5,Education,D,3600,15.99,0,0.05,Y,3
35,40792,Rent,2,Venture,B,2600,12.53,0,0.06,N,9
24,45000,Mortgage,3,Education,B,1275,11.36,0,0.03,N,4
27,32000,Rent,6,Medical,B,8000,9.91,0,0.25,N,7
60,9600,Rent,4,Debtconsolidation,B,2800,10.99,1,0.29,N,28
28,48715,Rent,2,Debtconsolidation,C,12000,12.87,0,0.25,Y,5
26,19200,Mortgage,5,Venture,A,4000,7.51,1,0.21,N,4
21,21600,Mortgage,6,Medical,A,7575,NULL,0,0.35,N,2
23,63000,Rent,0,Debtconsolidation,A,5600,8.49,0,0.09,N,4
27,31200,Rent,4,Medical,A,10000,8,1,0.32,N,9
23,72000,Mortgage,7,Education,A,6400,7.51,0,0.09,N,2
28,63000,Rent,1,Education,C,11200,12.99,0,0.18,Y,7
31,121000,Rent,15,Homeimprovement,D,18400,NULL,0,0.15,Y,10
25,114000,Rent,3,Education,B,17000,10.37,0,0.15,N,3
23,42000,Rent,7,,B,NULL,8.63,0,0.17,N,5
22,30000,Rent,6,Medical,B,7000,9.62,1,0.23,N,4
22,34500,Rent,3,Debtconsolidation,B,3000,11.83,0,0.09,N,2
24,52000,Mortgage,2,Education,B,18000,11.71,0,0.35,N,3
24,50000,Mortgage,7,Homeimprovement,D,11000,16.89,0,0.22,Y,2
39,150000,Rent,0,Homeimprovement,B,20000,10.08,0,0.13,N,17
50,40000,Own,4,Homeimprovement,A,8000,7.88,0,0.2,N,14
22,29244,Rent,0,Debtconsolidation,D,3000,13.3,1,0.1,Y,2
21,20004,Own,2,Medical,B,2500,9.63,0,0.12,N,2
22,52128,Rent,6,Venture,A,13000,8.94,0,0.25,N,2
22,110000,Mortgage,0,Debtconsolidation,A,28000,7.49,0,0.25,N,4
22,68000,Mortgage,3,Education,B,14800,9.88,0,0.22,N,4
25,100000,Mortgage,5,Medical,B,15000,NULL,0,0.15,N,3
25,35000,Rent,2,Personal,A,7000,8.94,0,0.2,N,3
22,30000,Rent,2,Venture,B,3600,10.99,0,0.12,N,4
30,60000,Rent,11,Debtconsolidation,A,5500,7.51,0,0.09,N,10
28,100000,Mortgage,3,Venture,B,5300,11.14,0,0.05,N,5
22,26000,Rent,0,Education,B,8000,11.99,1,0.31,N,4
35,19200,Rent,4,Personal,A,1200,7.29,1,0.06,N,10
43,75000,Rent,0,Homeimprovement,A,12000,7.9,0,0.16,N,16
24,43000,Mortgage,8,Debtconsolidation,A,9500,6.62,0,0.22,N,2
32,54000,Mortgage,16,Medical,A,10000,7.74,0,0.19,N,7
25,79000,Mortgage,9,Personal,B,7500,10.01,0,0.09,N,3
23,72000,Mortgage,7,Medical,C,8000,13.61,0,0.11,Y,2
41,150000,Own,10,Venture,B,24500,11.83,0,0.16,N,17
22,24044,Rent,2,Personal,A,5000,8.9,0,0.21,N,3
24,83004,Rent,0,Venture,D,28000,15.99,1,0.34,Y,4
34,23000,Own,2,Venture,A,2500,NULL,0,0.11,N,9
33,41000,Rent,2,Medical,B,8400,11.71,0,0.2,N,6
32,52000,Rent,10,Education,A,4200,7.51,0,0.08,N,6
29,60000,Rent,0,Debtconsolidation,B,5600,9.99,0,0.09,N,7
23,65000,Mortgage,5,Debtconsolidation,A,16500,7.49,0,0.25,N,4
22,38000,Mortgage,6,Education,A,4500,5.79,0,0.12,N,2
23,83200,Mortgage,6,Education,A,4000,7.49,0,0.05,N,4
22,23000,Rent,6,Venture,C,4850,14.27,0,0.21,Y,4
22,78000,Rent,3,Medical,C,8000,13.79,0,0.1,Y,4
21,18000,Rent,5,Medical,B,1500,12.18,1,0.08,N,3
41,225000,Mortgage,13,Homeimprovement,D,35000,15.62,0,0.16,N,14
33,25000,Mortgage,0,Debtconsolidation,C,3000,12.53,0,0.12,Y,6
25,46000,Rent,9,Debtconsolidation,C,20000,11.78,1,0.43,Y,2
27,60000,Rent,0,Homeimprovement,A,6000,8,0,0.1,N,5
33,23400,Rent,13,Venture,B,5000,12.69,0,0.21,N,10
24,22000,Rent,NULL,Medical,A,2200,NULL,0,0.1,N,3
24,133000,Rent,3,Education,D,20000,12.36,0,0.15,Y,2
25,54000,Rent,5,Personal,B,5000,12.21,0,0.09,N,4
28,140000,Rent,3,Debtconsolidation,B,12000,9.91,0,0.09,N,10
27,40992,Rent,0,Medical,C,10000,14.27,0,0.24,Y,6
39,110000,Rent,17,Medical,B,21000,11.11,0,0.19,N,16
35,80000,Rent,1,Personal,C,24000,13.92,0,0.3,Y,5
22,75000,Rent,2,Education,B,21000,10,0,0.28,N,3
23,38000,Rent,0,Debtconsolidation,A,1075,NULL,0,0.03,N,3
34,55000,Mortgage,4,Education,C,7000,13.49,0,0.13,N,7
25,28800,Mortgage,9,Homeimprovement,B,6250,10.25,0,0.22,N,2
31,62100,Mortgage,NULL,Education,C,4800,NULL,0,0.08,Y,10
22,73500,Rent,2,Medical,A,8400,6.54,0,0.11,N,4
22,66000,Rent,0,Venture,C,3300,14.65,0,0.05,Y,2
26,96000,Mortgage,2,Venture,G,10000,21.14,1,0.1,N,3
24,90000,Rent,5,Venture,B,5000,9.99,0,0.06,N,3
35,90000,Rent,0,Medical,A,7000,8.59,0,0.08,N,10
33,48000,Mortgage,1,Personal,D,20000,16.07,0,0.42,N,10
28,99996,Rent,7,Medical,B,5000,11.49,0,0.05,N,10
36,32400,Mortgage,20,Personal,D,6600,13.24,0,0.2,Y,11
32,59363,Rent,2,Medical,C,6000,13.22,0,0.1,Y,6
23,74700,Rent,6,Personal,D,24000,12.92,1,0.32,N,2
24,110000,Rent,7,Venture,D,24000,15.62,0,0.22,N,4
21,41000,Rent,2,Debtconsolidation,C,4500,13.49,1,0.11,N,3
23,45000,Rent,4,Personal,B,20000,10.25,1,0.44,N,2
27,39000,Rent,5,Education,A,14125,8.49,1,0.36,N,5
25,72000,Mortgage,2,Medical,A,5000,6.03,0,0.07,N,3
23,50000,Rent,7,Medical,A,10000,NULL,0,0.2,N,2
26,125000,Mortgage,4,Medical,A,9600,5.79,0,0.08,N,2
23,45000,Rent,5,Personal,A,15000,7.49,1,0.33,N,4
28,57000,Rent,12,Debtconsolidation,B,20000,11.71,1,0.35,N,6
28,33600,Rent,0,Medical,D,13000,14.61,1,0.39,N,8
22,183000,Mortgage,3,Education,A,1000,NULL,0,0.01,N,2
29,68004,Rent,3,Medical,B,18000,10,0,0.26,N,10
26,88000,Rent,10,Personal,B,12000,12.42,0,0.14,N,2
28,225000,Mortgage,8,Personal,C,16800,13.92,0,0.07,Y,5
22,30000,Rent,1,Education,C,4000,NULL,0,0.13,N,3
25,130000,Mortgage,3,Homeimprovement,B,NULL,NULL,0,0.13,N,5
24,46809,Rent,4,Medical,B,5000,12.18,0,0.11,N,2
31,29736,Rent,4,Education,A,7000,6.92,0,0.24,N,8
28,57360,Mortgage,3,Education,B,23000,NULL,0,0.4,N,7
24,39000,Rent,2,Debtconsolidation,E,16000,19.91,1,0.41,Y,3
27,60000,Rent,0,Venture,C,12000,13.49,0,0.2,Y,6
28,72000,Rent,3,Medical,C,12000,14.27,0,0.17,Y,6
26,30576,Mortgage,10,Medical,D,3000,14.46,1,0.1,Y,2
26,37500,Rent,1,Debtconsolidation,A,10000,8.94,0,0.27,N,3
25,100000,Rent,9,Homeimprovement,C,20000,13.06,0,0.2,N,2
33,57500,Rent,2,Debtconsolidation,B,2000,NULL,0,0.03,N,5
26,120000,Mortgage,7,Homeimprovement,,NULL,NULL,1,0.47,N,7
34,84000,Rent,3,Education,A,9000,5.79,0,0.11,N,10
23,35000,Rent,3,Debtconsolidation,B,12000,10,1,0.34,N,4
23,100000,Mortgage,4,Medical,C,15000,13.49,0,0.15,N,4
30,65000,Rent,2,Medical,A,8000,7.51,0,0.12,N,5
29,77800,Rent,2,Homeimprovement,B,9000,12.42,0,0.12,N,6
37,24000,Rent,5,Debtconsolidation,B,10000,9.76,1,0.42,N,13
33,66300,Mortgage,3,Medical,D,22000,14.59,1,0.28,N,8
23,21000,Rent,3,Personal,,7600,NULL,1,0.17,Y,8
36,93000,Rent,1,Medical,C,12000,13.48,0,0.13,N,13
36,130000,Mortgage,NULL,Medical,B,10000,14.59,0,0.14,,4
24,60000,Mortgage,8,Education,A,10000,6.03,0,0.17,N,3
23,30000,Rent,7,Medical,B,2500,9.88,0,0.08,N,2
35,52500,Rent,3,Homeimprovement,B,12000,10.36,0,0.23,N,8
23,20400,Rent,2,Medical,A,1200,7.9,0,0.06,N,2
27,34000,Rent,3,Medical,D,10000,16.77,1,0.29,N,7
29,60000,Rent,2,Medical,A,14000,7.51,0,0.23,N,8
26,113000,Rent,3,Homeimprovement,C,10000,13.72,0,0.09,Y,3
32,240000,Mortgage,5,Medical,A,8400,7.51,0,0.04,N,5
28,139913,Mortgage,7,Homeimprovement,A,5375,8.94,0,0.04,N,6
22,41000,Own,0,Personal,A,1000,6.99,0,0.02,N,2
24,NULL,Mortgage,5,Medical,D,NULL,17.27,1,0.01,N,2
23,85000,Own,3,Medical,D,15000,15.33,0,0.18,Y,2
22,56902,Mortgage,6,Debtconsolidation,A,12000,7.14,0,0.21,N,4
45,19200,,0,Venture,A,15000,12.42,0,0.25,,15
26,21000,Own,4,Education,C,8000,13.79,0,0.38,Y,3
34,55000,Mortgage,4,Education,C,7000,13.49,0,0.13,Y,10
25,34000,Mortgage,9,Debtconsolidation,B,10000,12.42,0,0.29,N,3
22,107000,Mortgage,6,Homeimprovement,E,24000,19.69,1,0.22,Y,4
30,44208,Rent,1,Medical,A,7600,7.74,0,0.17,N,8
24,77496,Rent,2,Venture,C,9000,12.84,0,0.12,N,4
22,37000,Rent,2,Education,A,10000,8.59,0,0.27,N,2
22,30996,Rent,2,Debtconsolidation,B,8000,11.49,0,0.26,N,2
33,189000,Mortgage,5,Debtconsolidation,A,20000,6.17,0,0.11,N,7
35,115000,Rent,2,Medical,A,14000,NULL,0,0.12,N,5
30,210000,Mortgage,8,Debtconsolidation,B,24000,11.49,0,0.11,N,6
25,89000,Rent,4,Venture,B,1300,10.59,0,0.01,N,4
22,20000,Rent,1,Education,B,4000,11.89,0,0.2,N,3
23,54000,Rent,7,Debtconsolidation,B,8000,10.99,0,0.15,N,4
23,90000,Mortgage,1,Education,B,12000,12.18,0,0.13,N,4
32,123000,Mortgage,16,Venture,E,15200,15.95,0,0.12,Y,9
30,71400,Rent,0,Debtconsolidation,C,9600,12.61,0,0.13,Y,9
28,50000,Mortgage,3,Venture,A,5000,7.74,0,0.1,N,9
36,93000,Rent,1,Personal,C,12000,13.48,0,0.13,Y,12
22,48000,Rent,2,Debtconsolidation,B,5000,11.89,0,0.1,N,4
24,75000,Rent,5,Homeimprovement,A,1800,8.94,0,0.02,N,4
29,49000,Rent,3,Education,A,9500,NULL,1,0.19,N,5
31,200000,Mortgage,1,Medical,B,7800,9.63,0,0.04,N,8
NULL,140000,,2,Homeimprovement,E,1750,10.95,0,0.1,N,3
32,75000,Mortgage,5,Personal,C,15000,13.57,0,0.2,N,6
25,72000,Mortgage,9,Personal,F,18000,20.89,0,0.25,Y,4
22,18000,Rent,0,Medical,B,3600,NULL,1,0.2,N,3
24,49700,Rent,3,Medical,E,15000,15.68,1,0.3,N,4
44,26400,Rent,0,Education,B,5000,10,0,0.19,N,11
22,30000,Mortgage,2,Medical,B,6000,11.99,0,0.2,N,3
25,33600,Rent,0,Education,D,1000,15.57,1,0.03,Y,2
24,54000,Mortgage,5,Venture,A,4000,5.42,0,0.07,N,2
27,30000,Rent,0,Medical,C,5000,13.72,0,0.17,N,8
23,38400,Mortgage,0,Personal,B,5000,9.25,0,0.13,N,3
25,137400,Rent,4,Education,C,3000,13.06,1,0.02,N,2
36,54996,Rent,4,Medical,C,10000,13.47,0,0.18,N,13
25,30000,Rent,0,Medical,B,2000,12.42,0,0.07,N,2
23,78000,Rent,0,Homeimprovement,A,5000,6.62,1,0.06,N,4
25,40000,Rent,0,Education,B,10000,12.18,0,0.25,N,3
26,39200,Mortgage,2,Medical,D,4000,15.05,1,0.1,N,3
27,70200,Mortgage,9,Homeimprovement,A,6000,7.29,0,0.09,N,5
22,58170,Rent,1,Education,A,3000,9.07,1,0.05,N,2
36,51000,Mortgage,2,Venture,B,1000,11.83,0,0.02,N,12
27,55000,Rent,11,Debtconsolidation,C,5000,13.8,0,0.09,N,6
46,104000,Mortgage,1,Education,E,30000,18.39,1,0.29,N,15
24,45336,Mortgage,8,Medical,A,10000,5.99,0,0.22,N,2
28,104000,Mortgage,12,Personal,D,20000,NULL,0,0.19,N,9
42,38000,Mortgage,9,Medical,A,6500,NULL,0,0.17,N,14
34,72000,Rent,6,Debtconsolidation,B,20000,NULL,0,0.28,N,6
26,95004,Mortgage,10,Homeimprovement,B,24250,8.88,0,0.26,N,3
22,NULL,Rent,1,,B,6000,7.49,0,0.08,N,2
33,40000,Rent,0,Debtconsolidation,A,6000,7.51,0,0.15,N,6
23,59000,Rent,5,Debtconsolidation,A,3000,7.14,0,0.05,N,2
45,88000,Rent,12,Homeimprovement,D,15000,14.83,0,0.17,Y,12
29,90000,Mortgage,13,Debtconsolidation,B,21000,11.99,0,0.23,N,10
37,120000,Mortgage,21,Personal,D,20000,14.84,0,0.17,N,11
32,42000,Mortgage,NULL,Personal,A,1225,5.79,0,0.03,N,10
22,40000,Mortgage,7,Personal,A,10850,7.66,0,0.27,N,4
26,149400,Mortgage,1,Medical,A,7000,6.62,0,0.05,N,3
25,30000,Rent,9,Medical,A,10000,7.51,1,0.33,N,2
24,25000,Rent,3,Medical,B,3000,10.95,0,0.12,N,2
33,180000,Mortgage,17,Debtconsolidation,A,13000,7.29,0,0.07,N,7
23,28644,Mortgage,2,Education,B,10000,10.75,0,0.35,N,2
28,52000,Rent,6,Debtconsolidation,A,6000,7.14,0,0.12,N,6
32,17000,Own,0,Personal,D,3200,14.84,1,0.19,N,7
27,117000,Rent,2,Education,A,10000,8,0,0.09,N,10
22,43000,Rent,4,Education,A,3800,6.99,0,0.09,N,4
31,78000,Mortgage,0,Debtconsolidation,A,5000,NULL,1,0.06,N,7
25,52000,Rent,0,Homeimprovement,A,2400,7.88,0,0.05,N,4
38,99996,Own,22,Medical,D,25000,14.96,0,0.25,N,11
66,60000,Rent,4,Medical,C,27050,NULL,1,0.45,Y,28
32,38000,Rent,2,Education,B,12000,12.42,1,0.32,N,6
30,40000,Rent,4,Venture,C,10800,13.57,1,0.27,N,7
25,96000,Rent,0,Homeimprovement,A,6000,6.99,0,0.06,N,4
33,36000,Rent,5,Debtconsolidation,A,7000,5.79,1,0.19,N,5
27,48000,Mortgage,5,Medical,A,12000,7.66,0,0.25,N,10
22,54800,Own,7,Education,A,8000,NULL,0,0.15,N,2
27,80000,Mortgage,NULL,Debtconsolidation,B,NULL,11.49,1,0.37,N,3
22,24000,Own,3,Education,B,2500,10.59,0,0.1,N,2
24,61781,Mortgage,6,Education,B,17800,10.25,0,0.29,N,3
25,67000,Rent,2,Venture,B,3600,9.99,0,0.05,N,4
34,113900,Mortgage,5,Medical,E,35000,18.64,1,0.26,N,10
22,48000,Rent,7,Personal,B,7200,12.69,0,0.15,N,2
24,64000,Mortgage,9,Debtconsolidation,B,10000,NULL,0,0.16,N,4
26,54996,Rent,3,Homeimprovement,B,5000,11.86,0,0.09,N,2
22,66000,Rent,6,Medical,C,16800,13.49,0,0.25,Y,3
26,210000,Rent,4,Personal,C,15000,12.99,0,0.07,N,4
23,55000,Own,7,Venture,B,1000,11.49,0,0.02,N,4
21,35000,Rent,3,Medical,B,6400,12.69,0,0.18,N,4
28,35000,Mortgage,12,Education,A,12000,5.99,0,0.34,N,8
29,52000,Mortgage,12,Medical,A,5000,5.42,0,0.1,N,7
24,14400,Rent,0,Personal,D,1600,18.25,1,0.11,N,3
23,22800,Rent,5,Debtconsolidation,A,1775,6.99,0,0.08,N,2
24,51000,Own,9,Venture,D,10000,15.31,0,0.2,Y,2
33,28000,Own,3,Venture,A,4800,7.49,0,0.17,N,10
37,145124,Mortgage,21,Personal,B,11375,10.99,1,0.08,N,14
23,110000,Mortgage,7,Venture,B,20000,11.14,0,0.18,N,3
22,62000,Rent,6,Medical,A,12500,7.29,0,0.2,N,2
24,31609,Rent,4,Medical,C,4000,13.92,0,0.13,Y,4
31,100000,Mortgage,1,Venture,A,12000,5.42,0,0.12,N,7
29,48000,Mortgage,4,Homeimprovement,A,5000,5.99,0,0.1,N,8
27,52000,Rent,5,Medical,B,26000,10.99,1,0.5,N,10
32,100000,Rent,7,Education,C,14400,13.35,0,0.14,Y,7
23,60000,Own,0,Personal,B,8000,12.53,0,0.13,N,3
22,27996,Rent,4,Medical,A,3000,NULL,0,0.11,N,2
38,99996,Own,22,Homeimprovement,D,25000,14.96,0,0.25,Y,13
23,60996,Rent,0,Homeimprovement,E,16000,16,1,0.26,N,3
35,125000,Rent,11,Education,D,8000,NULL,0,0.06,Y,7
29,126000,Mortgage,2,Education,B,6450,10.37,0,0.05,N,7
22,51600,Mortgage,2,Venture,C,7000,12.98,0,0.14,Y,2
32,58800,Own,16,Personal,C,7000,13.99,0,0.12,N,7
25,48000,Mortgage,4,Personal,B,7350,11.12,0,0.15,N,2
33,21600,Rent,2,Education,C,6500,NULL,0,0.3,N,10
29,72000,Rent,0,Medical,C,8000,13.57,0,0.11,Y,9
31,77940,Mortgage,3,Debtconsolidation,B,16250,10.99,0,0.21,N,10
23,35000,Rent,2,Education,C,6400,NULL,0,0.18,N,4
34,15523,Own,1,Venture,A,3800,7.49,1,0.24,N,9
21,62467,Rent,0,Medical,B,6500,NULL,0,0.1,N,4
23,18000,Mortgage,1,Medical,D,2500,15.95,1,0.14,N,2
34,30000,Rent,5,Venture,A,4200,5.79,0,0.14,N,5
23,48000,Rent,1,Personal,C,10000,13.79,0,0.21,N,3
24,30000,Rent,0,Personal,E,10000,19.29,1,0.33,Y,3
29,71000,Mortgage,4,Debtconsolidation,A,4000,7.14,0,0.06,N,9
26,33280,Rent,11,Debtconsolidation,D,5000,14.11,1,0.15,N,4
23,42000,Own,1,Personal,B,5400,NULL,0,0.13,N,2
30,55000,Own,6,Education,D,21250,15.7,0,0.39,Y,6
26,30000,Rent,1,Personal,B,4000,11.83,1,0.13,N,4
29,58000,Rent,4,Medical,C,15000,13.16,0,0.26,Y,5
30,170000,Rent,14,Homeimprovement,D,25000,15.21,0,0.15,N,5
25,20000,Rent,0,Medical,C,3500,10.28,0,0.17,Y,3
35,40000,Rent,0,Medical,B,3600,13.49,NULL,NULL,Y,11
27,25200,Mortgage,11,Venture,A,4500,5.42,0,0.18,N,6
37,50000,Rent,0,Debtconsolidation,B,5000,11.89,0,0.1,N,12
31,92000,Mortgage,6,Venture,A,6000,NULL,0,0.07,N,8
32,60000,Rent,3,Homeimprovement,B,4000,10.99,0,0.07,N,10
23,44400,Rent,0,Venture,B,1500,11.63,0,0.03,N,4
26,48000,Rent,1,Education,A,10000,8.94,0,0.21,N,4
23,120000,Mortgage,NULL,Venture,A,10000,NULL,0,0.08,N,2
36,38000,Rent,15,Venture,C,20000,12.41,1,0.53,Y,16
29,68004,Rent,2,Education,C,2500,12.99,0,0.04,Y,9
24,45000,Rent,8,Medical,E,20000,NULL,1,0.44,N,2
27,69996,Rent,12,Personal,A,5000,9.63,0,0.07,N,5
32,95000,Mortgage,16,Homeimprovement,A,9000,7.88,0,0.09,N,9
26,52800,Rent,3,Debtconsolidation,D,4600,15.62,1,0.09,Y,4
21,28800,Rent,1,Education,A,3175,6.03,0,0.11,N,4
26,68004,Rent,10,Debtconsolidation,D,3500,15.28,1,0.05,Y,3
29,180000,Mortgage,9,Personal,A,15000,5.79,0,0.08,N,6
30,31200,Rent,5,Medical,B,6000,9.91,0,0.19,N,8
27,60000,Rent,4,Debtconsolidation,B,18500,10.99,1,0.31,N,5
23,55000,Rent,0,Venture,C,12300,NULL,0,0.22,N,2
23,43949,Rent,7,Medical,B,3000,11.49,0,0.07,N,3
24,44000,Mortgage,8,Education,A,2000,5.79,0,0.05,N,3
70,48000,Rent,0,Medical,A,15000,6.99,1,0.31,N,24
22,32400,Mortgage,1,Debtconsolidation,A,5500,NULL,0,0.17,N,2
26,95000,Mortgage,10,Venture,C,15000,15.96,0,0.16,Y,2
43,93000,Mortgage,7,Personal,A,7000,7.14,0,0.08,N,13
27,116899,Mortgage,12,Debtconsolidation,B,12000,10.75,1,0.1,N,7
23,66000,Rent,1,Education,C,14000,12.99,0,0.21,N,3
27,72000,Mortgage,11,Education,C,15000,NULL,0,0.21,N,5
27,80000,Mortgage,3,Homeimprovement,B,14500,10.75,0,0.18,N,6
34,140004,Mortgage,4,Debtconsolidation,A,12000,NULL,0,0.09,N,8
22,21996,Rent,6,Debtconsolidation,C,2400,12.53,0,0.11,N,4
31,35000,Mortgage,13,Medical,A,2000,NULL,0,0.06,N,6
26,70000,Own,10,Personal,B,10000,12.42,0,0.14,N,4
25,70000,Rent,0,Education,B,5000,11.71,0,0.07,N,3
24,72000,Mortgage,4,Venture,C,2100,NULL,0,0.03,Y,2
25,18204,Rent,0,Education,C,4500,13.61,1,0.25,N,2
22,74000,Mortgage,3,Personal,B,10000,11.83,1,0.14,N,3
21,42500,Rent,0,Debtconsolidation,B,2500,NULL,0,0.06,N,4
26,130000,Rent,2,Personal,A,17950,NULL,0,0.14,N,2
29,50000,Rent,1,Medical,C,6500,15.96,0,0.13,N,7
24,120000,Rent,8,Venture,B,16000,12.18,0,0.13,N,4
39,72000,Rent,5,Medical,B,20000,12.69,0,0.28,N,14
31,44960,Mortgage,0,Debtconsolidation,B,5000,10.95,1,0.11,N,10
35,33000,Rent,2,Venture,C,7600,15.27,0,0.23,N,6
29,25000,Own,9,Homeimprovement,B,2500,9.62,0,0.1,N,5
28,39000,Rent,8,Education,C,4500,13.49,1,0.12,N,9
NULL,57996,Rent,2,Homeimprovement,C,6000,13.23,0,0.11,Y,7
21,48000,Rent,5,Personal,A,2800,8.9,1,0.06,N,2
30,69000,Mortgage,3,Homeimprovement,C,8500,NULL,1,0.12,N,5
22,36000,Mortgage,0,Personal,B,12375,NULL,0,0.34,N,3
22,150000,Mortgage,6,Medical,C,9500,12.87,0,0.06,Y,4
37,51000,Rent,11,Venture,D,6400,16.89,0,0.13,Y,13
31,35352,Mortgage,15,Medical,A,9000,6.03,0,0.25,N,9
28,110000,Mortgage,12,Medical,B,15000,10,0,0.14,N,6
29,74000,Rent,2,Homeimprovement,A,6000,5.42,0,0.08,N,10
26,69000,Rent,11,Homeimprovement,A,10800,7.51,1,0.16,N,4
23,48000,Mortgage,5,Education,C,5000,13.99,0,0.1,Y,2
24,72000,Rent,4,Debtconsolidation,A,4000,7.88,0,0.06,N,3
28,37000,Rent,7,Education,D,3600,14.11,0,0.1,N,7
28,80000,Mortgage,12,Debtconsolidation,B,12000,12.18,0,0.15,N,5
37,43000,Rent,2,Medical,B,8500,8.88,0,0.2,N,11
24,65544,Own,4,Education,B,5000,10.74,0,0.08,N,2
25,50000,Mortgage,9,Debtconsolidation,A,18000,7.88,0,0.36,N,4
26,55560,Rent,5,Medical,C,1450,14.27,0,0.03,N,3
25,65000,Mortgage,9,Personal,A,5000,7.29,0,0.08,N,4
34,38500,Rent,0,Debtconsolidation,C,8000,NULL,0,0.21,Y,9
22,107000,Mortgage,6,Debtconsolidation,D,35000,16.49,1,0.33,Y,3
25,60000,Own,8,Medical,B,25000,10.99,0,0.42,N,3
23,103000,Mortgage,6,Debtconsolidation,C,4000,13.49,0,0.04,N,2
36,60000,Rent,2,Personal,A,2400,5.79,0,0.04,N,17
26,66400,Rent,6,Medical,A,6000,7.29,0,0.09,N,4
24,44000,Rent,2,Education,C,5000,15.23,1,0.11,N,2
26,92700,Mortgage,6,Education,B,1500,9.63,0,0.02,N,2
25,95000,Mortgage,0,Debtconsolidation,B,15000,11.49,0,0.16,N,3
23,85000,Rent,5,Education,A,10000,6.17,0,0.12,N,3
23,65000,Mortgage,7,Education,B,5125,10.71,0,0.08,N,4
22,84000,Mortgage,3,Education,A,8000,7.88,0,0.1,N,4
23,65000,Rent,6,Debtconsolidation,C,8500,13.35,0,0.13,Y,2
37,45000,Own,11,Education,B,12000,12.21,0,0.27,N,12
22,33000,Rent,0,Medical,C,5600,13.23,1,0.17,Y,4
22,60612,Mortgage,2,Medical,C,18000,13.72,0,0.3,Y,3
28,NULL,Rent,NULL,Debtconsolidation,B,2000,15.27,0,0.05,Y,7
NULL,39996,Rent,6,Medical,B,NULL,11.36,0,0.15,N,9
25,70000,Mortgage,6,Medical,B,12000,10.37,0,0.17,N,4
22,66000,Mortgage,6,Venture,B,2400,NULL,0,0.04,N,2
27,33600,Own,1,Personal,B,21250,8.88,0,0.63,N,6
